pair_id,variant_id,paper_id,benchmark,base_method,variant_method,variant_label,dataset,main_score,variant_score,delta,description,source
"1903.00374|SimPLe|Ours, SD 100 steps|gopher","1903.00374|SimPLe|Ours, SD 100 steps",1903.00374,atari,SimPLe,SimPLe,"Ours, SD 100 steps",gopher,16.2,20.89,4.69,"variant: Ours, SD 100 steps; conditions: {""world_model"": ""stochastic discrete"", ""world_model_training"": ""short"", ""gamma"": ""0.99"", ""rollout_length_N"": ""100""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, SD 25 steps|gopher","1903.00374|SimPLe|Ours, SD 25 steps",1903.00374,atari,SimPLe,SimPLe,"Ours, SD 25 steps",gopher,16.2,12.179,-4.021,"variant: Ours, SD 25 steps; conditions: {""world_model"": ""stochastic discrete"", ""world_model_training"": ""short"", ""gamma"": ""0.99"", ""rollout_length_N"": ""25""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, deterministic|hero","1903.00374|SimPLe|Ours, deterministic",1903.00374,atari,SimPLe,SimPLe,"Ours, deterministic",hero,7.947,1.297,-6.65,"variant: Ours, deterministic; conditions: {""world_model"": ""deterministic"", ""world_model_training"": ""short"", ""gamma"": ""0.99"", ""rollout_length_N"": ""50""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, det. recurrent|hero","1903.00374|SimPLe|Ours, det. recurrent",1903.00374,atari,SimPLe,SimPLe,"Ours, det. recurrent",hero,7.947,1.09,-6.857,"variant: Ours, det. recurrent; conditions: {""world_model"": ""deterministic recurrent"", ""world_model_training"": ""short"", ""gamma"": ""0.99"", ""rollout_length_N"": ""50""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, SD|hero","1903.00374|SimPLe|Ours, SD",1903.00374,atari,SimPLe,SimPLe,"Ours, SD",hero,7.947,3.498,-4.449,"variant: Ours, SD; conditions: {""world_model"": ""stochastic discrete"", ""world_model_training"": ""short"", ""gamma"": ""0.99"", ""rollout_length_N"": ""50""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, SD γ = 0.90|hero","1903.00374|SimPLe|Ours, SD γ = 0.90",1903.00374,atari,SimPLe,SimPLe,"Ours, SD γ = 0.90",hero,7.947,8.592,0.645,"variant: Ours, SD γ = 0.90; conditions: {""world_model"": ""stochastic discrete"", ""world_model_training"": ""short"", ""gamma"": ""0.90"", ""rollout_length_N"": ""50""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, SD γ = 0.95|hero","1903.00374|SimPLe|Ours, SD γ = 0.95",1903.00374,atari,SimPLe,SimPLe,"Ours, SD γ = 0.95",hero,7.947,10.715,2.768,"variant: Ours, SD γ = 0.95; conditions: {""world_model"": ""stochastic discrete"", ""world_model_training"": ""short"", ""gamma"": ""0.95"", ""rollout_length_N"": ""50""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, SD 100 steps|hero","1903.00374|SimPLe|Ours, SD 100 steps",1903.00374,atari,SimPLe,SimPLe,"Ours, SD 100 steps",hero,7.947,9.242,1.294,"variant: Ours, SD 100 steps; conditions: {""world_model"": ""stochastic discrete"", ""world_model_training"": ""short"", ""gamma"": ""0.99"", ""rollout_length_N"": ""100""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, SD 25 steps|hero","1903.00374|SimPLe|Ours, SD 25 steps",1903.00374,atari,SimPLe,SimPLe,"Ours, SD 25 steps",hero,7.947,4.118,-3.829,"variant: Ours, SD 25 steps; conditions: {""world_model"": ""stochastic discrete"", ""world_model_training"": ""short"", ""gamma"": ""0.99"", ""rollout_length_N"": ""25""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, deterministic|jamesbond","1903.00374|SimPLe|Ours, deterministic",1903.00374,atari,SimPLe,SimPLe,"Ours, deterministic",jamesbond,26.041,14.463,-11.578,"variant: Ours, deterministic; conditions: {""world_model"": ""deterministic"", ""world_model_training"": ""short"", ""gamma"": ""0.99"", ""rollout_length_N"": ""50""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, det. recurrent|jamesbond","1903.00374|SimPLe|Ours, det. recurrent",1903.00374,atari,SimPLe,SimPLe,"Ours, det. recurrent",jamesbond,26.041,26.041,0.0,"variant: Ours, det. recurrent; conditions: {""world_model"": ""deterministic recurrent"", ""world_model_training"": ""short"", ""gamma"": ""0.99"", ""rollout_length_N"": ""50""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, SD|jamesbond","1903.00374|SimPLe|Ours, SD",1903.00374,atari,SimPLe,SimPLe,"Ours, SD",jamesbond,26.041,35.099,9.058,"variant: Ours, SD; conditions: {""world_model"": ""stochastic discrete"", ""world_model_training"": ""short"", ""gamma"": ""0.99"", ""rollout_length_N"": ""50""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, SD γ = 0.90|jamesbond","1903.00374|SimPLe|Ours, SD γ = 0.90",1903.00374,atari,SimPLe,SimPLe,"Ours, SD γ = 0.90",jamesbond,26.041,-0.11,-26.15,"variant: Ours, SD γ = 0.90; conditions: {""world_model"": ""stochastic discrete"", ""world_model_training"": ""short"", ""gamma"": ""0.90"", ""rollout_length_N"": ""50""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, SD γ = 0.95|jamesbond","1903.00374|SimPLe|Ours, SD γ = 0.95",1903.00374,atari,SimPLe,SimPLe,"Ours, SD γ = 0.95",jamesbond,26.041,7.779,-18.262,"variant: Ours, SD γ = 0.95; conditions: {""world_model"": ""stochastic discrete"", ""world_model_training"": ""short"", ""gamma"": ""0.95"", ""rollout_length_N"": ""50""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, SD 100 steps|jamesbond","1903.00374|SimPLe|Ours, SD 100 steps",1903.00374,atari,SimPLe,SimPLe,"Ours, SD 100 steps",jamesbond,26.041,14.5,-11.541,"variant: Ours, SD 100 steps; conditions: {""world_model"": ""stochastic discrete"", ""world_model_training"": ""short"", ""gamma"": ""0.99"", ""rollout_length_N"": ""100""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, SD 25 steps|jamesbond","1903.00374|SimPLe|Ours, SD 25 steps",1903.00374,atari,SimPLe,SimPLe,"Ours, SD 25 steps",jamesbond,26.041,49.014,22.973,"variant: Ours, SD 25 steps; conditions: {""world_model"": ""stochastic discrete"", ""world_model_training"": ""short"", ""gamma"": ""0.99"", ""rollout_length_N"": ""25""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, deterministic|kangaroo","1903.00374|SimPLe|Ours, deterministic",1903.00374,atari,SimPLe,SimPLe,"Ours, deterministic",kangaroo,0.307,14.698,14.39,"variant: Ours, deterministic; conditions: {""world_model"": ""deterministic"", ""world_model_training"": ""short"", ""gamma"": ""0.99"", ""rollout_length_N"": ""50""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, det. recurrent|kangaroo","1903.00374|SimPLe|Ours, det. recurrent",1903.00374,atari,SimPLe,SimPLe,"Ours, det. recurrent",kangaroo,0.307,5.008,4.701,"variant: Ours, det. recurrent; conditions: {""world_model"": ""deterministic recurrent"", ""world_model_training"": ""short"", ""gamma"": ""0.99"", ""rollout_length_N"": ""50""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, SD|kangaroo","1903.00374|SimPLe|Ours, SD",1903.00374,atari,SimPLe,SimPLe,"Ours, SD",kangaroo,0.307,9.392,9.085,"variant: Ours, SD; conditions: {""world_model"": ""stochastic discrete"", ""world_model_training"": ""short"", ""gamma"": ""0.99"", ""rollout_length_N"": ""50""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, SD γ = 0.90|kangaroo","1903.00374|SimPLe|Ours, SD γ = 0.90",1903.00374,atari,SimPLe,SimPLe,"Ours, SD γ = 0.90",kangaroo,0.307,3.545,3.238,"variant: Ours, SD γ = 0.90; conditions: {""world_model"": ""stochastic discrete"", ""world_model_training"": ""short"", ""gamma"": ""0.90"", ""rollout_length_N"": ""50""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, SD γ = 0.95|kangaroo","1903.00374|SimPLe|Ours, SD γ = 0.95",1903.00374,atari,SimPLe,SimPLe,"Ours, SD γ = 0.95",kangaroo,0.307,-0.15,-0.458,"variant: Ours, SD γ = 0.95; conditions: {""world_model"": ""stochastic discrete"", ""world_model_training"": ""short"", ""gamma"": ""0.95"", ""rollout_length_N"": ""50""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, SD 100 steps|kangaroo","1903.00374|SimPLe|Ours, SD 100 steps",1903.00374,atari,SimPLe,SimPLe,"Ours, SD 100 steps",kangaroo,0.307,8.66,8.353,"variant: Ours, SD 100 steps; conditions: {""world_model"": ""stochastic discrete"", ""world_model_training"": ""short"", ""gamma"": ""0.99"", ""rollout_length_N"": ""100""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, SD 25 steps|kangaroo","1903.00374|SimPLe|Ours, SD 25 steps",1903.00374,atari,SimPLe,SimPLe,"Ours, SD 25 steps",kangaroo,0.307,9.957,9.649,"variant: Ours, SD 25 steps; conditions: {""world_model"": ""stochastic discrete"", ""world_model_training"": ""short"", ""gamma"": ""0.99"", ""rollout_length_N"": ""25""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, deterministic|krull","1903.00374|SimPLe|Ours, deterministic",1903.00374,atari,SimPLe,SimPLe,"Ours, deterministic",krull,58.92,-63.098,-122.018,"variant: Ours, deterministic; conditions: {""world_model"": ""deterministic"", ""world_model_training"": ""short"", ""gamma"": ""0.99"", ""rollout_length_N"": ""50""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, det. recurrent|krull","1903.00374|SimPLe|Ours, det. recurrent",1903.00374,atari,SimPLe,SimPLe,"Ours, det. recurrent",krull,58.92,20.949,-37.971,"variant: Ours, det. recurrent; conditions: {""world_model"": ""deterministic recurrent"", ""world_model_training"": ""short"", ""gamma"": ""0.99"", ""rollout_length_N"": ""50""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, SD|krull","1903.00374|SimPLe|Ours, SD",1903.00374,atari,SimPLe,SimPLe,"Ours, SD",krull,58.92,266.91,207.99,"variant: Ours, SD; conditions: {""world_model"": ""stochastic discrete"", ""world_model_training"": ""short"", ""gamma"": ""0.99"", ""rollout_length_N"": ""50""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, SD γ = 0.90|krull","1903.00374|SimPLe|Ours, SD γ = 0.90",1903.00374,atari,SimPLe,SimPLe,"Ours, SD γ = 0.90",krull,58.92,75.995,17.075,"variant: Ours, SD γ = 0.90; conditions: {""world_model"": ""stochastic discrete"", ""world_model_training"": ""short"", ""gamma"": ""0.90"", ""rollout_length_N"": ""50""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, SD γ = 0.95|krull","1903.00374|SimPLe|Ours, SD γ = 0.95",1903.00374,atari,SimPLe,SimPLe,"Ours, SD γ = 0.95",krull,58.92,95.983,37.062,"variant: Ours, SD γ = 0.95; conditions: {""world_model"": ""stochastic discrete"", ""world_model_training"": ""short"", ""gamma"": ""0.95"", ""rollout_length_N"": ""50""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, SD 100 steps|krull","1903.00374|SimPLe|Ours, SD 100 steps",1903.00374,atari,SimPLe,SimPLe,"Ours, SD 100 steps",krull,58.92,179.54,120.62,"variant: Ours, SD 100 steps; conditions: {""world_model"": ""stochastic discrete"", ""world_model_training"": ""short"", ""gamma"": ""0.99"", ""rollout_length_N"": ""100""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, SD 25 steps|krull","1903.00374|SimPLe|Ours, SD 25 steps",1903.00374,atari,SimPLe,SimPLe,"Ours, SD 25 steps",krull,58.92,158.306,99.385,"variant: Ours, SD 25 steps; conditions: {""world_model"": ""stochastic discrete"", ""world_model_training"": ""short"", ""gamma"": ""0.99"", ""rollout_length_N"": ""25""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, deterministic|kungfumaster","1903.00374|SimPLe|Ours, deterministic",1903.00374,atari,SimPLe,SimPLe,"Ours, deterministic",kungfumaster,64.405,43.963,-20.442,"variant: Ours, deterministic; conditions: {""world_model"": ""deterministic"", ""world_model_training"": ""short"", ""gamma"": ""0.99"", ""rollout_length_N"": ""50""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, det. recurrent|kungfumaster","1903.00374|SimPLe|Ours, det. recurrent",1903.00374,atari,SimPLe,SimPLe,"Ours, det. recurrent",kungfumaster,64.405,15.688,-48.717,"variant: Ours, det. recurrent; conditions: {""world_model"": ""deterministic recurrent"", ""world_model_training"": ""short"", ""gamma"": ""0.99"", ""rollout_length_N"": ""50""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, SD|kungfumaster","1903.00374|SimPLe|Ours, SD",1903.00374,atari,SimPLe,SimPLe,"Ours, SD",kungfumaster,64.405,75.231,10.826,"variant: Ours, SD; conditions: {""world_model"": ""stochastic discrete"", ""world_model_training"": ""short"", ""gamma"": ""0.99"", ""rollout_length_N"": ""50""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, SD γ = 0.90|kungfumaster","1903.00374|SimPLe|Ours, SD γ = 0.90",1903.00374,atari,SimPLe,SimPLe,"Ours, SD γ = 0.90",kungfumaster,64.405,54.121,-10.284,"variant: Ours, SD γ = 0.90; conditions: {""world_model"": ""stochastic discrete"", ""world_model_training"": ""short"", ""gamma"": ""0.90"", ""rollout_length_N"": ""50""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, SD γ = 0.95|kungfumaster","1903.00374|SimPLe|Ours, SD γ = 0.95",1903.00374,atari,SimPLe,SimPLe,"Ours, SD γ = 0.95",kungfumaster,64.405,73.736,9.332,"variant: Ours, SD γ = 0.95; conditions: {""world_model"": ""stochastic discrete"", ""world_model_training"": ""short"", ""gamma"": ""0.95"", ""rollout_length_N"": ""50""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, SD 100 steps|kungfumaster","1903.00374|SimPLe|Ours, SD 100 steps",1903.00374,atari,SimPLe,SimPLe,"Ours, SD 100 steps",kungfumaster,64.405,74.616,10.211,"variant: Ours, SD 100 steps; conditions: {""world_model"": ""stochastic discrete"", ""world_model_training"": ""short"", ""gamma"": ""0.99"", ""rollout_length_N"": ""100""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, SD 25 steps|kungfumaster","1903.00374|SimPLe|Ours, SD 25 steps",1903.00374,atari,SimPLe,SimPLe,"Ours, SD 25 steps",kungfumaster,64.405,67.473,3.068,"variant: Ours, SD 25 steps; conditions: {""world_model"": ""stochastic discrete"", ""world_model_training"": ""short"", ""gamma"": ""0.99"", ""rollout_length_N"": ""25""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, deterministic|mspacman","1903.00374|SimPLe|Ours, deterministic",1903.00374,atari,SimPLe,SimPLe,"Ours, deterministic",mspacman,18.533,4.845,-13.688,"variant: Ours, deterministic; conditions: {""world_model"": ""deterministic"", ""world_model_training"": ""short"", ""gamma"": ""0.99"", ""rollout_length_N"": ""50""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, det. recurrent|mspacman","1903.00374|SimPLe|Ours, det. recurrent",1903.00374,atari,SimPLe,SimPLe,"Ours, det. recurrent",mspacman,18.533,12.847,-5.686,"variant: Ours, det. recurrent; conditions: {""world_model"": ""deterministic recurrent"", ""world_model_training"": ""short"", ""gamma"": ""0.99"", ""rollout_length_N"": ""50""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, SD|mspacman","1903.00374|SimPLe|Ours, SD",1903.00374,atari,SimPLe,SimPLe,"Ours, SD",mspacman,18.533,7.855,-10.678,"variant: Ours, SD; conditions: {""world_model"": ""stochastic discrete"", ""world_model_training"": ""short"", ""gamma"": ""0.99"", ""rollout_length_N"": ""50""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, SD γ = 0.90|mspacman","1903.00374|SimPLe|Ours, SD γ = 0.90",1903.00374,atari,SimPLe,SimPLe,"Ours, SD γ = 0.90",mspacman,18.533,14.321,-4.212,"variant: Ours, SD γ = 0.90; conditions: {""world_model"": ""stochastic discrete"", ""world_model_training"": ""short"", ""gamma"": ""0.90"", ""rollout_length_N"": ""50""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, SD γ = 0.95|mspacman","1903.00374|SimPLe|Ours, SD γ = 0.95",1903.00374,atari,SimPLe,SimPLe,"Ours, SD γ = 0.95",mspacman,18.533,15.455,-3.077,"variant: Ours, SD γ = 0.95; conditions: {""world_model"": ""stochastic discrete"", ""world_model_training"": ""short"", ""gamma"": ""0.95"", ""rollout_length_N"": ""50""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, SD 100 steps|mspacman","1903.00374|SimPLe|Ours, SD 100 steps",1903.00374,atari,SimPLe,SimPLe,"Ours, SD 100 steps",mspacman,18.533,10.21,-8.322,"variant: Ours, SD 100 steps; conditions: {""world_model"": ""stochastic discrete"", ""world_model_training"": ""short"", ""gamma"": ""0.99"", ""rollout_length_N"": ""100""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, SD 25 steps|mspacman","1903.00374|SimPLe|Ours, SD 25 steps",1903.00374,atari,SimPLe,SimPLe,"Ours, SD 25 steps",mspacman,18.533,8.495,-10.038,"variant: Ours, SD 25 steps; conditions: {""world_model"": ""stochastic discrete"", ""world_model_training"": ""short"", ""gamma"": ""0.99"", ""rollout_length_N"": ""25""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, deterministic|pong","1903.00374|SimPLe|Ours, deterministic",1903.00374,atari,SimPLe,SimPLe,"Ours, deterministic",pong,93.785,8.475,-85.311,"variant: Ours, deterministic; conditions: {""world_model"": ""deterministic"", ""world_model_training"": ""short"", ""gamma"": ""0.99"", ""rollout_length_N"": ""50""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, det. recurrent|pong","1903.00374|SimPLe|Ours, det. recurrent",1903.00374,atari,SimPLe,SimPLe,"Ours, det. recurrent",pong,93.785,24.859,-68.927,"variant: Ours, det. recurrent; conditions: {""world_model"": ""deterministic recurrent"", ""world_model_training"": ""short"", ""gamma"": ""0.99"", ""rollout_length_N"": ""50""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, SD|pong","1903.00374|SimPLe|Ours, SD",1903.00374,atari,SimPLe,SimPLe,"Ours, SD",pong,93.785,72.316,-21.469,"variant: Ours, SD; conditions: {""world_model"": ""stochastic discrete"", ""world_model_training"": ""short"", ""gamma"": ""0.99"", ""rollout_length_N"": ""50""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, SD γ = 0.90|pong","1903.00374|SimPLe|Ours, SD γ = 0.90",1903.00374,atari,SimPLe,SimPLe,"Ours, SD γ = 0.90",pong,93.785,49.435,-44.35,"variant: Ours, SD γ = 0.90; conditions: {""world_model"": ""stochastic discrete"", ""world_model_training"": ""short"", ""gamma"": ""0.90"", ""rollout_length_N"": ""50""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, SD γ = 0.95|pong","1903.00374|SimPLe|Ours, SD γ = 0.95",1903.00374,atari,SimPLe,SimPLe,"Ours, SD γ = 0.95",pong,93.785,50.565,-43.22,"variant: Ours, SD γ = 0.95; conditions: {""world_model"": ""stochastic discrete"", ""world_model_training"": ""short"", ""gamma"": ""0.95"", ""rollout_length_N"": ""50""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, SD 100 steps|pong","1903.00374|SimPLe|Ours, SD 100 steps",1903.00374,atari,SimPLe,SimPLe,"Ours, SD 100 steps",pong,93.785,18.362,-75.424,"variant: Ours, SD 100 steps; conditions: {""world_model"": ""stochastic discrete"", ""world_model_training"": ""short"", ""gamma"": ""0.99"", ""rollout_length_N"": ""100""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, SD 25 steps|pong","1903.00374|SimPLe|Ours, SD 25 steps",1903.00374,atari,SimPLe,SimPLe,"Ours, SD 25 steps",pong,93.785,54.802,-38.983,"variant: Ours, SD 25 steps; conditions: {""world_model"": ""stochastic discrete"", ""world_model_training"": ""short"", ""gamma"": ""0.99"", ""rollout_length_N"": ""25""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, deterministic|privateeye","1903.00374|SimPLe|Ours, deterministic",1903.00374,atari,SimPLe,SimPLe,"Ours, deterministic",privateeye,0.012,-0.015,-0.027,"variant: Ours, deterministic; conditions: {""world_model"": ""deterministic"", ""world_model_training"": ""short"", ""gamma"": ""0.99"", ""rollout_length_N"": ""50""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, det. recurrent|privateeye","1903.00374|SimPLe|Ours, det. recurrent",1903.00374,atari,SimPLe,SimPLe,"Ours, det. recurrent",privateeye,0.012,0.035,0.023,"variant: Ours, det. recurrent; conditions: {""world_model"": ""deterministic recurrent"", ""world_model_training"": ""short"", ""gamma"": ""0.99"", ""rollout_length_N"": ""50""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, SD|privateeye","1903.00374|SimPLe|Ours, SD",1903.00374,atari,SimPLe,SimPLe,"Ours, SD",privateeye,0.012,0.046,0.034,"variant: Ours, SD; conditions: {""world_model"": ""stochastic discrete"", ""world_model_training"": ""short"", ""gamma"": ""0.99"", ""rollout_length_N"": ""50""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, SD γ = 0.90|privateeye","1903.00374|SimPLe|Ours, SD γ = 0.90",1903.00374,atari,SimPLe,SimPLe,"Ours, SD γ = 0.90",privateeye,0.012,0.04,0.028,"variant: Ours, SD γ = 0.90; conditions: {""world_model"": ""stochastic discrete"", ""world_model_training"": ""short"", ""gamma"": ""0.90"", ""rollout_length_N"": ""50""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, SD γ = 0.95|privateeye","1903.00374|SimPLe|Ours, SD γ = 0.95",1903.00374,atari,SimPLe,SimPLe,"Ours, SD γ = 0.95",privateeye,0.012,0.059,0.047,"variant: Ours, SD γ = 0.95; conditions: {""world_model"": ""stochastic discrete"", ""world_model_training"": ""short"", ""gamma"": ""0.95"", ""rollout_length_N"": ""50""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
