board,task,dataset,metric,lower_is_better,paper_a,paper_b,score_a,score_b,label_a_better
Image Classification | ImageNet,Image Classification,ImageNet,Top 1 Accuracy,False,2204.12511,2211.05778,87.2,89.6,0
Self-Supervised Image Classification | ImageNet,Self-Supervised Image Classification,ImageNet,Top 1 Accuracy,False,2012.11552,1911.05371,73.8,61.5,1
Self-Supervised Image Classification | ImageNet,Self-Supervised Image Classification,ImageNet,Top 1 Accuracy,False,1906.00910,2111.14585,68.1,75.4,0
Self-Supervised Image Classification | ImageNet,Self-Supervised Image Classification,ImageNet,Top 1 Accuracy,False,2003.04297,2304.07193,71.1,86.7,0
Self-Supervised Image Classification | ImageNet,Self-Supervised Image Classification,ImageNet,Top 1 Accuracy,False,2011.10566,2303.12130,71.3,74.5,0
Self-Supervised Image Classification | ImageNet,Self-Supervised Image Classification,ImageNet,Top 1 Accuracy,False,1901.09005,2111.07832,55.4,82.3,0
Self-Supervised Image Classification | ImageNet,Self-Supervised Image Classification,ImageNet,Top 1 Accuracy,False,2105.04906,2304.05884,73.2,79.1,0
Self-Supervised Image Classification | ImageNet,Self-Supervised Image Classification,ImageNet,Top 1 Accuracy,False,1901.09005,2109.12909,55.4,78.8,0
Self-Supervised Image Classification | ImageNet,Self-Supervised Image Classification,ImageNet,Top 1 Accuracy,False,2105.08054,2111.07832,75.8,82.3,0
Self-Supervised Image Classification | ImageNet,Self-Supervised Image Classification,ImageNet,Top 1 Accuracy,False,2405.10939,2303.12130,80.3,74.5,1
Self-Supervised Image Classification | ImageNet,Self-Supervised Image Classification,ImageNet,Top 1 Accuracy,False,2301.02009,2104.02057,73.9,81.0,0
Self-Supervised Image Classification | ImageNet,Self-Supervised Image Classification,ImageNet,Top 1 Accuracy,False,2105.04553,1708.07860,75.0,39.6,1
Self-Supervised Image Classification | ImageNet,Self-Supervised Image Classification,ImageNet,Top 1 Accuracy,False,2105.03404,2109.12909,72.8,78.8,0
Self-Supervised Image Classification | ImageNet,Self-Supervised Image Classification,ImageNet,Top 1 Accuracy,False,2005.04966,1901.09005,65.9,55.4,1
Self-Supervised Image Classification | ImageNet,Self-Supervised Image Classification,ImageNet,Top 1 Accuracy,False,1901.09005,2410.02401,55.4,70.6,0
Self-Supervised Image Classification | ImageNet,Self-Supervised Image Classification,ImageNet,Top 1 Accuracy,False,2301.02009,1708.07860,73.9,39.6,1
Self-Supervised Image Classification | ImageNet,Self-Supervised Image Classification,ImageNet,Top 1 Accuracy,False,2103.10994,2006.07733,74.2,79.6,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2305.00724,1805.09114,72.7,74.55,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1710.10903,2406.03671,76.786,76.17,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1811.09595,1811.03508,76.5,74.7,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1805.09114,2402.10793,74.55,82.679,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1903.02428,1810.00826,75.1,762.0,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2209.08179,2102.11533,78.2,75.09,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1904.08082,1811.03508,71.86,74.7,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1811.09595,2402.10793,76.5,82.679,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1904.08082,1810.02244,71.86,76.4,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1609.02907,2106.13061,75.536,77.8,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1805.09114,1909.10086,74.55,81.7,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2106.13061,1811.03508,77.8,74.7,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2102.11533,1903.02428,75.09,75.1,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1905.03046,1904.12218,75.0,76.31,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2102.11533,2305.00724,75.09,72.7,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2205.15733,2410.15001,82.9,82.1,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1903.09022,1907.02204,76.78,76.81,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1911.05954,1903.02428,84.91,75.1,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1707.05005,2102.11533,73.3,75.09,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2209.08179,2111.06283,78.2,76.3,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1603.06186,2111.06283,76.34,76.3,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1712.03563,1903.09022,75.1,76.78,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2209.08179,1903.02428,78.2,75.1,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1909.10086,1904.12218,81.7,76.31,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2006.09430,1909.10086,76.5,81.7,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1603.06186,1710.10903,76.34,76.786,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1805.08090,1911.05954,76.4,84.91,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2305.00724,1903.09022,72.7,76.78,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2111.06283,1710.10903,76.3,76.786,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1603.06186,1904.12218,76.34,76.31,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1909.10086,1909.11855,81.7,80.01,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2002.03283,1905.08509,77.09,78.97,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1911.05954,1905.08509,84.91,78.97,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1707.05005,2410.15001,73.3,82.1,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1805.09114,1909.11855,74.55,80.01,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1609.02907,2406.03671,75.536,76.17,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1805.08090,1911.07979,76.4,74.19,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2111.06283,1904.13107,76.3,76.6,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1712.03563,2410.15001,75.1,82.1,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1805.08090,1905.08509,76.4,78.97,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2111.06283,1903.02428,76.3,75.1,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2306.04004,1811.09595,84.3,76.5,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1904.08082,1811.09595,71.86,76.5,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1603.06186,1805.09114,76.34,74.55,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1905.03046,2205.12454,75.0,77.143,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2002.03283,1710.10903,77.09,76.786,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1904.08082,1905.08509,71.86,78.97,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2006.09430,2305.00724,76.5,72.7,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1707.05005,2406.03671,73.3,76.17,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1905.11136,1811.09595,77.2,76.5,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2205.12454,1904.08082,77.143,71.86,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2209.08179,1905.08509,78.2,78.97,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2205.15733,1909.10086,82.9,81.7,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2410.15001,1811.03508,82.1,74.7,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1911.07979,1712.03563,74.19,75.1,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1707.05005,1909.11855,73.3,80.01,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2205.15733,1811.09595,82.9,76.5,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2002.03283,2205.12454,77.09,77.143,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2006.09430,2402.10793,76.5,82.679,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2102.11533,1609.02907,75.09,75.536,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1904.08082,1904.12218,71.86,76.31,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2002.03283,2209.08179,77.09,78.2,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1905.03046,1603.06186,75.0,76.34,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2111.06283,1805.09114,76.3,74.55,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1810.00826,1905.08509,762.0,78.97,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2305.00724,1904.08082,72.7,71.86,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2002.03283,1911.07979,77.09,74.19,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1905.11136,1909.11855,77.2,80.01,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1805.09114,1810.00826,74.55,762.0,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1712.03563,1904.13107,75.1,76.6,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2006.09430,1904.13107,76.5,76.6,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2002.03283,1911.05954,77.09,84.91,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1603.06186,2410.15001,76.34,82.1,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2102.11533,2006.09430,75.09,76.5,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2102.11533,1911.07979,75.09,74.19,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1911.07979,1811.03508,74.19,74.7,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1903.09022,2406.03671,76.78,76.17,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1905.03046,2102.11533,75.0,75.09,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1903.02428,1904.12218,75.1,76.31,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2406.03671,1905.08509,76.17,78.97,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1805.08090,1909.10086,76.4,81.7,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2006.09430,1903.09022,76.5,76.78,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1907.02204,2106.13061,76.81,77.8,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2205.15733,1710.10903,82.9,76.786,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2305.00724,1810.00826,72.7,762.0,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1805.09114,1907.02204,74.55,76.81,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2205.15733,1603.06186,82.9,76.34,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2209.08179,1811.03508,78.2,74.7,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1905.11136,1810.00826,77.2,762.0,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1911.05954,1904.02278,84.91,76.33,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2205.15733,1904.13107,82.9,76.6,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1710.10903,1903.02428,76.786,75.1,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2111.06283,1911.07979,76.3,74.19,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2406.03671,1905.05178,76.17,77.68,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1707.05005,1904.02278,73.3,76.33,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2111.06283,1904.02278,76.3,76.33,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1710.10903,1712.03563,76.786,75.1,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1712.03563,2305.00724,75.1,72.7,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1911.05954,1905.05178,84.91,77.68,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1904.13107,1907.02204,76.6,76.81,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2102.11533,2106.13061,75.09,77.8,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2306.04004,1712.03563,84.3,75.1,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2002.03283,2406.03671,77.09,76.17,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1609.02907,1903.02428,75.536,75.1,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2205.12454,1905.05178,77.143,77.68,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1707.05005,1911.05954,73.3,84.91,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1911.07979,1805.09114,74.19,74.55,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1603.06186,2402.10793,76.34,82.679,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1609.02907,1811.03508,75.536,74.7,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1805.09114,1905.05178,74.55,77.68,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1911.05954,1810.02244,84.91,76.4,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1609.02907,1907.02204,75.536,76.81,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1903.02428,1811.09595,75.1,76.5,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2205.15733,1811.03508,82.9,74.7,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2102.11533,2205.15733,75.09,82.9,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1911.07979,1904.02278,74.19,76.33,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1905.05178,1904.02278,77.68,76.33,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1905.03046,2206.07369,75.0,75.38,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2002.03283,1909.11855,77.09,80.01,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2006.09430,1904.02278,76.5,76.33,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2102.11533,1904.13107,75.09,76.6,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2306.04004,1810.02244,84.3,76.4,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1905.03046,2002.03283,75.0,77.09,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2006.09430,1810.02244,76.5,76.4,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1911.07979,1811.09595,74.19,76.5,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2306.04004,1810.00826,84.3,762.0,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2111.06283,1909.10086,76.3,81.7,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1911.05954,2305.00724,84.91,72.7,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2206.07369,2006.09430,75.38,76.5,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2102.11533,1904.02278,75.09,76.33,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1707.05005,2209.08179,73.3,78.2,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1609.02907,1805.09114,75.536,74.55,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1811.09595,1904.02278,76.5,76.33,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1707.05005,2305.00724,73.3,72.7,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1904.13107,2406.03671,76.6,76.17,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1603.06186,1609.02907,76.34,75.536,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1903.02428,1905.08509,75.1,78.97,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2106.13061,1810.02244,77.8,76.4,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2205.12454,1904.12218,77.143,76.31,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1810.00826,2402.10793,762.0,82.679,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1811.09595,2106.13061,76.5,77.8,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1609.02907,1810.00826,75.536,762.0,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1911.07979,1907.02204,74.19,76.81,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2305.00724,1905.08509,72.7,78.97,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2006.09430,1904.08082,76.5,71.86,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2205.12454,1905.08509,77.143,78.97,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2410.15001,1810.02244,82.1,76.4,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1603.06186,1905.08509,76.34,78.97,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1904.13107,1909.10086,76.6,81.7,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1903.09022,1811.03508,76.78,74.7,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1603.06186,1712.03563,76.34,75.1,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1909.10086,1905.05178,81.7,77.68,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2410.15001,2406.03671,82.1,76.17,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1810.00826,2406.03671,762.0,76.17,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1712.03563,1805.09114,75.1,74.55,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2306.04004,1907.02204,84.3,76.81,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1911.05954,2406.03671,84.91,76.17,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2406.03671,1904.02278,76.17,76.33,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2206.07369,1904.02278,75.38,76.33,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2205.15733,1712.03563,82.9,75.1,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1905.11136,1911.07979,77.2,74.19,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1805.08090,1603.06186,76.4,76.34,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1805.08090,2402.10793,76.4,82.679,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1712.03563,2006.09430,75.1,76.5,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1603.06186,1903.02428,76.34,75.1,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2205.12454,1811.03508,77.143,74.7,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1903.02428,1909.11855,75.1,80.01,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1805.08090,1810.00826,76.4,762.0,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2111.06283,2106.13061,76.3,77.8,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1811.03508,1904.12218,74.7,76.31,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1903.09022,1904.02278,76.78,76.33,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1909.10086,1903.09022,81.7,76.78,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2209.08179,1905.11136,78.2,77.2,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1907.02204,1904.12218,76.81,76.31,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1905.11136,2006.09430,77.2,76.5,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1911.05954,1811.03508,84.91,74.7,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2306.04004,1911.07979,84.3,74.19,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2306.04004,2205.12454,84.3,77.143,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1907.02204,2406.03671,76.81,76.17,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1710.10903,1811.09595,76.786,76.5,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1911.07979,2106.13061,74.19,77.8,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1805.09114,1903.09022,74.55,76.78,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1707.05005,1905.08509,73.3,78.97,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1805.08090,1609.02907,76.4,75.536,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1712.03563,1907.02204,75.1,76.81,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1805.09114,1904.12218,74.55,76.31,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1905.03046,1904.02278,75.0,76.33,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1909.10086,2402.10793,81.7,82.679,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1905.11136,1710.10903,77.2,76.786,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1707.05005,1905.05178,73.3,77.68,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1904.08082,2406.03671,71.86,76.17,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2206.07369,1909.10086,75.38,81.7,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1712.03563,1911.05954,75.1,84.91,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2306.04004,1603.06186,84.3,76.34,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1710.10903,1810.02244,76.786,76.4,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,2111.06283,1810.00826,76.3,762.0,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1707.05005,2402.10793,73.3,82.679,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1911.07979,2410.15001,74.19,82.1,0
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1805.08090,1904.12218,76.4,76.31,1
Graph Classification | PROTEINS,Graph Classification,PROTEINS,Accuracy,False,1712.03563,1904.12218,75.1,76.31,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2404.00658,2103.14182,16.7,94.3,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2302.01058,2305.00181,88.8,94.0,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2404.00658,2302.04774,16.7,86.2,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2011.14672,2211.11734,91.0,67.6,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2004.13985,2011.14672,68.1,91.0,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2303.16456,1902.09868,61.3,97.8,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2303.16456,2109.02303,61.3,83.6,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2110.09243,2207.12537,97.4,96.2,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2304.02147,2011.14672,53.6,91.0,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2004.13985,1902.09868,68.1,97.8,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,1712.06584,2203.15625,124.2,79.5,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2302.04774,2305.11101,86.2,109.8,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2304.02147,2107.07797,53.6,42.5,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2303.13397,2309.01365,97.8,40.5,1
